"PLAN_CTRL_CD","PLAN_CTRL_NUM","MMS_COMPANY_NUM","BUS_ASC_NAME","PLAN_TYPE_CODE","PLAN_RECV_DATE","PLAN_COORDINATOR"
"N","5571","01578","British-Borneo USA, Inc.","DOCD",10/23/1996,"GN"
"N","5572","00689","Shell Offshore Inc.","POE",10/23/1996,"AG"
"N","5573","00078","Chevron U.S.A. Inc.","DOCD",10/25/1996,"MT"
"N","5574","02145","Blazer Energy Corp.","POE",10/30/1996,"GN"
"N","5576","00282","Dominion Exploration & Production, Inc.","POE",11/4/1996,"MT"
"N","5577","00078","Chevron U.S.A. Inc.","DOCD",11/4/1996,"GN"
"N","5578","00148","Anadarko E&P Company LP","POE",11/4/1996,"AG"
"N","5580","01855","Vastar Resources, Inc.","DOCD",11/4/1996,"GN"
"N","5581","00771","Texaco Exploration and Production Inc.","DOCD",11/6/1996,"AG"
"N","5582","02246","St. Mary Energy Company","POE",11/6/1996,"MT"
"N","5584","01001","IP Petroleum Company, Inc.","POE",11/8/1996,"AG"
"N","5585","02211","Newfield Exploration Gulf Coast LLC","DOCD",11/8/1996,"MT"
"N","5586","00560","Seneca Resources Corporation","POE",11/8/1996,"GN"
"N","5588","00689","Shell Offshore Inc.","DOCD",11/12/1996,"MT"
"N","5589","00320","ATOFINA Petrochemicals, Inc.","POE",11/12/1996,"GN"
"N","5590","01138","El Paso Production GOM Inc.","POE",11/12/1996,"AG"
"N","5592","01855","Vastar Resources, Inc.","POE",11/14/1996,"GN"
"N","5593","01001","IP Petroleum Company, Inc.","DOCD",11/14/1996,"AG"
"N","5594","00771","Texaco Exploration and Production Inc.","POE",11/15/1996,"MT"
"N","5596","01046","The Houston Exploration Company","DOCD",11/18/1996,"AG"
"N","5597","00560","Seneca Resources Corporation","DOCD",11/18/1996,"MT"
"N","5598","01855","Vastar Resources, Inc.","POE",11/18/1996,"GN"
"N","5599","00048","Sabine Oil & Gas Corporation","DOCD",11/18/1996,"AG"
"N","5601","00771","Texaco Exploration and Production Inc.","POE",11/19/1996,"GN"
"N","5602","00689","Shell Offshore Inc.","POE",11/20/1996,"AG"
"N","5604","00148","Anadarko E&P Company LP","DOCD",11/20/1996,"GN"
"N","5605","00771","Texaco Exploration and Production Inc.","DOCD",11/20/1996,"AG"
"N","5606","02050","Barrett Resources Corporation","DOCD",11/22/1996,"MT"
"N","5607","01711","Cairn Energy USA, LLC","POE",11/22/1996,"GN"
"N","5608","01131","American Exploration Company","POE",11/26/1996,"AG"
"N","5609","00078","Chevron U.S.A. Inc.","DOCD",11/27/1996,"MT"
"N","5610","01586","Petsec Energy Inc.","POE",11/29/1996,"GN"
"N","5611","01819","ATP Oil & Gas Corporation","DOCD",12/2/1996,"AG"
"N","5612","01138","El Paso Production GOM Inc.","DOCD",12/2/1996,"MT"
"N","5613","01689","Murphy Exploration & Production Company","POE",12/4/1996,"GN"
"N","5614","00689","Shell Offshore Inc.","DOCD",12/5/1996,"AG"
"N","5615","00724","Marathon Oil Company","POE",12/5/1996,"MT"
"N","5616","00730","Walter Oil & Gas Corporation","POE",12/6/1996,"GN"
"N","5617","00846","Hall-Houston Oil Company","POE",12/9/1996,"AG"
"N","5618","00250","ORYX ENERGY COMPANY","POE",12/9/1996,"MT"
"N","5619","01089","Norcen Explorer, Inc.","POE",12/10/1996,"GN"
"N","5620","00771","Texaco Exploration and Production Inc.","POE",12/11/1996,"AG"
"N","5621","01138","El Paso Production GOM Inc.","POE",12/11/1996,"MT"
"N","5622","00689","Shell Offshore Inc.","DOCD",12/11/1996,"GN"
"N","5623","00689","Shell Offshore Inc.","POE",12/12/1996,"AG"
"N","5624","01832","Forcenergy Inc","DOCD",12/12/1996,"MT"
"N","5625","01364","Newfield Exploration Company","DOCD",12/12/1996,"GN"
"N","5626","01767","PRS Offshore, L.P.","DOCD",12/17/1996,"AG"
"N","5627","00777","OXY USA Inc.","DOCD",12/17/1996,"MT"
"S","2729","00730","Walter Oil & Gas Corporation","DOCD",12/20/1991,"AG"
"S","2730","00105","Apache Corporation","POE",12/23/1991,"GN"
"S","2731","01509","Global Marine Oil & Gas Company","DOCD",12/30/1991,"DT"
"S","2732","00078","Chevron U.S.A. Inc.","DOCD",1/3/1992,"MT"
"S","2733","02225","Freeport-McMoRan Sulphur Inc.","POE",1/8/1992,"AG"
"S","2734","01550","Unocal Exploration Corporation","DOCD",1/15/1992,"GN"
"S","2735","00967","Atlantic Richfield Company","DOCD",1/16/1992,"DT"
"S","2736","00846","Hall-Houston Oil Company","POE",1/16/1992,"MT"
"S","2737","00021","MOBIL NOC INC.","DOCD",1/21/1992,"AG"
"S","2738","00730","Walter Oil & Gas Corporation","DOCD",1/22/1992,"GN"
"S","2739","00021","MOBIL NOC INC.","POE",1/23/1992,"DT"
"S","2740","00276","Exxon Mobil Corporation","DOCD",1/24/1992,"MT"
"S","2741","00981","Anadarko Petroleum Corporation","DOCD",1/27/1992,"AG"
"S","2742","01102","Century Offshore Management Corporation","DOCD",1/29/1992,"GN"
"S","2743","01364","Newfield Exploration Company","POE",1/29/1992,"DT"
"S","2744","01334","LLECO Holdings, Inc.","DOCD",2/3/1992,"MT"
"S","2745","01750","Pennzoil Exploration and Production Company","POE",2/3/1992,"AG"
"S","2746","02225","Freeport-McMoRan Sulphur Inc.","DOCD",2/4/1992,"GN"
"S","2747","00992","Diamond Shamrock Offshore Partners Limited Partnership","POE",2/10/1992,"DT"
"S","2748","00967","Atlantic Richfield Company","DOCD",2/18/1992,"MT"
"S","2749","00967","Atlantic Richfield Company","DOCD",2/18/1992,"AG"
"S","2750","01364","Newfield Exploration Company","POE",2/20/1992,"GN"
"S","2751","02219","Anadarko US Offshore LLC","DOCD",2/24/1992,"DT"
"S","2752","01500","TOTAL E&P USA, INC.","DOCD",2/21/1992,"MT"
"S","2753","02219","Anadarko US Offshore LLC","DOCD",2/24/1992,"AG"
"S","2754","00185","Samedan Oil Corporation","POE",2/25/1992,"GN"
"S","2755","00232","Odeco Oil & Gas Company","POE",2/27/1992,"DT"
"S","2756","01601","Gulfstar Energy, Inc.","POE",3/4/1992,"MT"
"S","2757","01284","W & T Offshore, Inc.","DOCD",3/6/1992,"AG"
"S","2758","00021","MOBIL NOC INC.","DOCD",3/9/1992,"GN"
"S","2759","01601","Gulfstar Energy, Inc.","POE",3/13/1992,"DT"
"S","2760","00001","Conoco Inc.","DOCD",3/16/1992,"MT"
"S","2761","00369","CanadianOxy Offshore Production Co.","DOCD",3/17/1992,"AG"
"S","2762","02054","Tatham Offshore Development, Inc.","POE",3/17/1992,"GN"
"S","2763","00232","Odeco Oil & Gas Company","POE",3/18/1992,"DT"
"S","2764","01680","BP Exploration & Oil Inc.","POE",3/20/1992,"MT"
"S","2765","00078","Chevron U.S.A. Inc.","DOCD",4/2/1992,"AG"
"S","2766","01956","Seagull Energy E&P Inc.","POE",4/3/1992,"GN"
"S","2768","00232","Odeco Oil & Gas Company","DOCD",4/13/1992,"MT"
"S","2769","01550","Unocal Exploration Corporation","DOCD",4/13/1992,"AG"
"S","2770","02225","Freeport-McMoRan Sulphur Inc.","POE",4/14/1992,"GN"
"S","2771","01364","Newfield Exploration Company","POE",4/15/1992,"DT"
"S","2772","02025","EP Energy E&P Company, L.P.","DOCD",4/23/1992,"MT"
"S","2773","01956","Seagull Energy E&P Inc.","POE",4/23/1992,"AG"
"S","2774","00369","CanadianOxy Offshore Production Co.","DOCD",4/27/1992,"GN"
"S","2775","00689","Shell Offshore Inc.","POE",5/22/1992,"DT"
